dataset_index,scene,object_id,valid_points,rot_deg,trans_cm,difficulty
20599,2-55-15,42,1164,2.7976437,0.14824052,4.280049
20600,2-55-15,52,392,2.5625422,0.25453526,5.107895
20601,2-55-15,55,319,3.1668139,0.22084957,5.3753095
20602,2-55-15,56,683,2.5625422,0.36491203,6.2116623
20603,2-55-15,57,128,3.2467282,0.06658612,3.9125896
20604,2-55-16,8,1493,2.5625422,0.3977509,6.5400515
20605,2-55-16,14,79,84.127525,1.196146,96.08899
20606,2-55-16,26,553,2.5625422,0.17742364,4.3367786
20607,2-55-16,29,469,3.683233,0.11553096,4.8385425
20608,2-55-16,35,388,89.36014,0.91915613,98.5517
20609,2-55-16,42,1102,2.5625422,0.16830173,4.2455597
20610,2-55-16,52,498,2.5625422,0.107296765,3.63551
20611,2-55-16,55,296,2.6086454,0.12258532,3.8344986
20612,2-55-16,56,660,5.126749,0.18249194,6.9516687
20613,2-55-16,57,127,4.7890887,0.23697726,7.158861
20614,2-55-17,8,1535,4.679814,0.13346542,6.014468
20615,2-55-17,14,182,3.9115636,0.18638833,5.775447
20616,2-55-17,26,528,2.5625422,0.087786004,3.4404023
20617,2-55-17,29,357,4.4990177,0.39162388,8.4152565
20618,2-55-17,35,425,2.6481152,3.4588869,37.236984
20619,2-55-17,42,1109,2.5625422,0.110738106,3.6699233
20620,2-55-17,52,417,2.5625422,0.24073873,4.9699297
20621,2-55-17,55,339,2.5625422,0.09643512,3.5268934
20622,2-55-17,56,692,5.735896,0.30392104,8.775106
20623,2-55-17,57,131,2.9498188,0.06391827,3.5890017
20624,2-55-18,8,1608,2.9776926,0.26349267,5.6126194
20625,2-55-18,14,159,3.5673273,0.21167421,5.6840696
20626,2-55-18,26,503,2.5625422,0.11801737,3.7427158
20627,2-55-18,29,455,5.8586593,0.23257612,8.184421
20628,2-55-18,35,633,2.5625422,0.07717627,3.3343048
20629,2-55-18,42,1016,2.5625422,0.22127774,4.7753196
20630,2-55-18,52,516,2.5625422,0.09038239,3.466366
20631,2-55-18,55,331,2.5625422,0.049995404,3.0624962
20632,2-55-18,56,425,4.6159644,0.117478296,5.7907476
20633,2-55-18,57,137,3.4388328,0.118473396,4.6235666
20634,2-55-19,8,1515,4.234755,0.42657337,8.500488
20635,2-55-19,14,174,2.5625422,0.03573647,2.9199069
20636,2-55-19,26,481,2.5625422,0.28675866,5.430129
20637,2-55-19,29,370,2.5625422,0.1898902,4.4614444
20638,2-55-19,35,726,2.5625422,0.19271468,4.489689
20639,2-55-19,42,951,3.479303,0.44558892,7.935192
20640,2-55-19,52,501,2.5625422,0.15171166,4.0796585
20641,2-55-19,55,318,2.5625422,0.20948115,4.6573534
20642,2-55-19,56,710,2.5625422,0.22220235,4.784566
20643,2-55-19,57,118,10.52437,0.13797176,11.904088
20644,2-55-20,8,1462,3.0199928,0.2548283,5.568276
20645,2-55-20,14,155,2.5625422,0.39591062,6.5216484
20646,2-55-20,26,345,2.6734216,0.4849312,7.5227337
20647,2-55-20,29,440,2.5625422,0.37426785,6.3052206
20648,2-55-20,35,699,2.5625422,0.17817412,4.3442836
20649,2-55-20,42,925,4.3464975,0.3944416,8.290914
20650,2-55-20,52,421,2.7895155,0.23211643,5.1106796
20651,2-55-20,55,345,2.5625422,0.1387483,3.950025
20652,2-55-20,56,707,2.5625422,0.4019677,6.582219
20653,2-55-20,57,118,3.3449194,0.25464976,5.891417
20654,2-56-1,8,1575,2.5625422,0.30970463,5.659589
20655,2-56-1,14,177,2.5625422,0.15051699,4.067712
20656,2-56-1,26,438,2.5625422,0.25265294,5.0890713
20657,2-56-1,29,397,6.1271434,0.25955132,8.722656
20658,2-56-1,35,746,2.5625422,0.09401076,3.5026498
20659,2-56-1,42,928,3.9321356,0.38125607,7.7446966
20660,2-56-1,52,179,4.350192,0.78387463,12.188938
20661,2-56-1,55,320,2.5625422,0.14510138,4.013556
20662,2-56-1,56,714,2.5625422,0.25174794,5.080022
20663,2-56-1,57,128,17.27219,0.04716418,17.743832
20664,2-56-2,8,1343,2.5625422,0.45802504,7.1427927
20665,2-56-2,14,162,82.51423,0.8538786,91.05302
20666,2-56-2,26,144,2.5625422,0.29243934,5.4869356
20667,2-56-2,29,429,3.140992,0.25643456,5.7053375
20668,2-56-2,35,714,2.5625422,0.12261967,3.788739
20669,2-56-2,42,859,2.9610794,0.39026743,6.8637533
20670,2-56-2,52,508,2.5625422,0.19954807,4.558023
20671,2-56-2,55,334,2.5625422,0.21640302,4.7265725
20672,2-56-2,56,703,2.5625422,0.37724882,6.3350306
20673,2-56-2,57,132,5.027496,0.13532132,6.380709
20674,2-56-3,8,1352,2.5625422,0.24489863,5.0115285
20675,2-56-3,14,206,2.5625422,0.105839014,3.6209323
20676,2-56-3,26,541,2.5625422,0.07747982,3.3373404
20677,2-56-3,29,443,2.5625422,0.32584682,5.8210106
20678,2-56-3,35,695,88.89247,0.32086065,92.101074
20679,2-56-3,42,1090,2.5625422,0.14336568,3.9961991
20680,2-56-3,52,35,16.559654,1.4083217,30.642872
20681,2-56-3,55,337,2.5625422,0.19135106,4.4760528
20682,2-56-3,56,541,2.6801493,0.42738026,6.953952
20683,2-56-3,57,130,2.5625422,0.09560205,3.5185628
20684,2-56-4,8,1403,2.8464758,0.32030255,6.0495014
20685,2-56-4,14,185,3.001527,0.2130344,5.131871
20686,2-56-4,26,399,2.5625422,0.46467417,7.209284
20687,2-56-4,29,360,2.674593,0.5522802,8.197395
20688,2-56-4,35,706,2.5625422,0.07273505,3.2898927
20689,2-56-4,42,873,2.5625422,0.22133704,4.7759123
20690,2-56-4,52,505,2.5625422,0.07274296,3.2899718
20691,2-56-4,55,133,3.4772766,1.4384027,17.861303
20692,2-56-4,56,718,3.308905,0.3355118,6.664023
20693,2-56-4,57,115,4.182496,0.18216377,6.0041337
20694,2-56-5,8,1544,2.5625422,0.21680953,4.7306376
20695,2-56-5,14,164,2.5625422,0.35001224,6.062665
20696,2-56-5,26,572,2.5625422,0.1793627,4.356169
20697,2-56-5,29,406,3.688863,0.22843121,5.973175
20698,2-56-5,35,661,5.2585907,0.20206037,7.2791944
20699,2-56-5,42,917,3.3464408,0.23654804,5.711921
20700,2-56-5,52,468,2.7533529,0.17478487,4.5012016
20701,2-56-5,55,354,2.5625422,0.09386956,3.5012379
20702,2-56-5,56,696,4.7831535,0.3671748,8.454902
20703,2-56-5,57,130,3.2329504,0.16088413,4.8417916
20704,2-56-6,8,1489,2.5625422,0.13126697,3.8752117
20705,2-56-6,14,194,2.6690252,0.2300878,4.969903
20706,2-56-6,26,332,2.695588,0.7568158,10.263746
20707,2-56-6,29,433,3.224158,0.43635783,7.587736
20708,2-56-6,35,714,2.5625422,0.047228035,3.0348225
20709,2-56-6,42,1123,2.5625422,0.14192821,3.9818244
20710,2-56-6,52,489,2.5625422,0.1761538,4.32408
20711,2-56-6,55,356,2.5625422,0.24867794,5.0493217
20712,2-56-6,56,715,6.5224857,0.36183357,10.140821
20713,2-56-6,57,126,3.9044487,0.16628836,5.5673323
20714,2-56-7,8,1504,4.170257,0.14047942,5.5750513
20715,2-56-7,14,130,2.5625422,0.085181884,3.414361
20716,2-56-7,26,394,2.5625422,0.47569484,7.3194904
20717,2-56-7,29,408,2.5625422,0.5402078,7.9646206
20718,2-56-7,35,743,2.5625422,0.03629883,2.9255304
20719,2-56-7,42,1118,2.5625422,0.11888937,3.7514358
20720,2-56-7,52,470,2.5625422,0.062305447,3.1855967
20721,2-56-7,55,344,3.013244,0.18177246,4.8309684
20722,2-56-7,56,665,4.024334,0.34346274,7.4589615
20723,2-56-7,57,116,5.03069,0.08158288,5.846519
20724,2-56-8,8,1442,2.5625422,0.20580043,4.6205463
20725,2-56-8,14,188,4.0659194,0.077971034,4.8456297
20726,2-56-8,26,468,2.5625422,0.18210222,4.3835645
20727,2-56-8,29,441,2.5625422,0.3348346,5.910888
20728,2-56-8,35,704,2.5625422,0.13087402,3.8712826
20729,2-56-8,42,1056,2.5625422,0.06133829,3.1759253
20730,2-56-8,52,435,2.5625422,0.4451848,7.01439
20731,2-56-8,55,311,2.5636876,0.21038014,4.667489
20732,2-56-8,56,726,3.9938533,0.3136968,7.130821
20733,2-56-8,57,126,11.445683,0.01779026,11.623585
20734,2-56-9,8,1416,2.5625422,0.4076059,6.6386013
20735,2-56-9,14,193,81.158134,0.8371004,89.52914
20736,2-56-9,26,457,2.5625422,0.24291508,4.991693
20737,2-56-9,29,414,8.436382,0.16750547,10.111437
20738,2-56-9,35,671,2.5625422,0.26761198,5.238662
20739,2-56-9,42,1091,2.5625422,0.14768338,4.0393763
20740,2-56-9,52,509,3.221728,0.11172418,4.33897
20741,2-56-9,55,319,2.5625422,0.15645845,4.1271267
20742,2-56-9,56,692,4.401842,0.2742229,7.144071
20743,2-56-9,57,129,9.926264,0.3541237,13.467501
20744,2-56-10,8,1239,2.6663835,0.16097173,4.276101
20745,2-56-10,14,191,2.5625422,0.15788059,4.141348
20746,2-56-10,26,372,2.5625422,0.23679613,4.9305034
20747,2-56-10,29,429,3.4909883,0.29970792,6.4880676
20748,2-56-10,35,419,2.5625422,0.5142487,7.7050295
20749,2-56-10,42,1105,2.6410096,0.11327913,3.7738008
20750,2-56-10,52,443,2.5625422,0.35131216,6.0756636
20751,2-56-10,55,341,2.5625422,0.23965609,4.959103
20752,2-56-10,56,690,5.21049,0.154767,6.7581606
20753,2-56-10,57,131,3.9636827,0.05438194,4.507502
20754,2-56-11,8,1526,4.476497,0.29777217,7.454219
20755,2-56-11,14,162,2.5625422,0.15380524,4.1005945
20756,2-56-11,26,510,2.5625422,0.12721933,3.8347354
20757,2-56-11,29,412,3.9832976,0.23672643,6.350562
20758,2-56-11,35,433,2.7375245,0.16549978,4.3925223
20759,2-56-11,42,1041,3.5293639,0.17730032,5.302367
20760,2-56-11,52,495,2.5625422,0.1331937,3.8944793
20761,2-56-11,55,321,2.5625422,0.1381475,3.9440172
20762,2-56-11,56,736,2.5625422,0.23571219,4.9196644
20763,2-56-11,57,7,4.496666,3.4457386,38.954052
20764,2-56-12,8,1468,2.5625422,0.19371368,4.499679
20765,2-56-12,14,172,2.6599157,0.09666237,3.6265395
20766,2-56-12,26,525,2.9055555,0.12824105,4.187966
20767,2-56-12,29,66,4.252108,0.566444,9.916548
20768,2-56-12,35,423,6.7982926,0.83637995,15.162092
20769,2-56-12,42,1145,3.0393775,0.16042566,4.643634
20770,2-56-12,52,451,2.5625422,0.22874652,4.850007
20771,2-56-12,55,334,2.5625422,0.113558434,3.6981266
20772,2-56-12,56,695,4.5714045,0.16511917,6.222596
20773,2-56-12,57,131,2.5625422,0.0268312,2.8308542
20774,2-56-13,8,1506,42.095146,0.33271733,45.422318
20775,2-56-13,14,176,2.5625422,0.16041364,4.1666784
20776,2-56-13,26,581,2.8050506,0.14735778,4.2786283
20777,2-56-13,29,443,2.5625422,0.11342669,3.6968093
20778,2-56-13,35,714,2.5625422,0.2619593,5.1821356
20779,2-56-13,42,939,4.584241,0.23211499,6.9053907
20780,2-56-13,52,484,2.5625422,0.19306612,4.493203
20781,2-56-13,55,316,2.5625422,0.05783559,3.1408982
20782,2-56-13,56,731,18.687824,0.34560576,22.143883
20783,2-56-13,57,129,9.707761,0.04710935,10.178854
20784,2-56-14,8,1339,2.5625422,0.105700456,3.619547
20785,2-56-14,14,186,2.5625422,0.22795092,4.8420515
20786,2-56-14,26,502,2.5625422,0.20044467,4.566989
20787,2-56-14,29,473,3.1363764,0.25414887,5.677865
20788,2-56-14,35,757,2.5625422,0.1275109,3.8376513
20789,2-56-14,42,1031,2.5625422,0.10094929,3.572035
20790,2-56-14,52,345,19.456347,0.31645057,22.620852
20791,2-56-14,55,82,90.640495,1.4145026,104.78552
20792,2-56-14,56,718,2.5625422,0.27508822,5.313424
20793,2-56-14,57,117,12.85294,0.11636481,14.016588
20794,2-56-15,8,1433,2.5625422,0.4311116,6.873658
20795,2-56-15,14,182,2.5625422,0.35130382,6.0755806
20796,2-56-15,26,529,2.5625422,0.23150712,4.877613
20797,2-56-15,29,423,2.5625422,0.34493154,6.011858
20798,2-56-15,35,636,3.3706908,0.1257065,4.6277556
20799,2-56-15,42,1108,2.5625422,0.17750336,4.337576
20800,2-56-15,52,496,2.5625422,0.12605992,3.8231413
20801,2-56-15,55,323,2.5625422,0.19394796,4.502022
20802,2-56-15,56,562,3.0754259,0.48549333,7.930359
20803,2-56-15,57,129,2.8570468,0.13751768,4.2322235
20804,2-56-16,8,1251,2.7830522,0.21355012,4.9185534
20805,2-56-16,14,194,2.5625422,0.1838844,4.4013863
20806,2-56-16,26,561,2.5625422,0.13115875,3.8741298
20807,2-56-16,29,413,2.5625422,0.15341005,4.0966425
20808,2-56-16,35,740,2.5625422,0.23617132,4.9242554
20809,2-56-16,42,944,4.2919016,0.29961222,7.288024
20810,2-56-16,52,493,2.5625422,0.30805045,5.6430464
20811,2-56-16,55,340,2.5625422,0.10314584,3.5940006
20812,2-56-16,56,697,2.5625422,0.32859486,5.8484907
20813,2-56-16,57,130,2.5625422,0.0809006,3.3715482
20814,2-56-17,8,1440,2.7712104,0.24112546,5.182465
20815,2-56-17,14,199,2.5625422,0.18377398,4.400282
20816,2-56-17,26,540,2.5625422,0.15602583,4.1228004
20817,2-56-17,29,386,3.6704519,0.14625205,5.1329722
20818,2-56-17,35,671,2.5625422,0.22847219,4.8472643
20819,2-56-17,42,1000,2.5625422,0.20489143,4.6114564
20820,2-56-17,52,361,5.9496274,0.19346505,7.884278
20821,2-56-17,55,143,117.667564,0.34562233,121.12379
20822,2-56-17,56,704,2.5625422,0.22212541,4.7837963
20823,2-56-17,57,132,3.0505638,0.054184634,3.59241
20824,2-56-18,8,1543,2.5625422,0.20937817,4.656324
20825,2-56-18,14,150,4.648483,0.256652,7.215003
20826,2-56-18,26,206,3.5457468,1.3621951,17.167698
20827,2-56-18,29,442,2.5625422,0.12368305,3.7993727
20828,2-56-18,35,667,2.5625422,0.17260708,4.288613
20829,2-56-18,42,573,13.454284,2.2496235,35.95052
20830,2-56-18,52,491,3.0571024,0.30923572,6.14946
20831,2-56-18,55,339,59.419117,0.68156755,66.234795
20832,2-56-18,56,707,4.360175,0.32042456,7.5644207
20833,2-56-18,57,129,4.885114,0.0655316,5.54043
20834,2-56-19,8,1522,2.5625422,0.6198871,8.761414
20835,2-56-19,14,182,77.79072,0.59771997,83.767914
20836,2-56-19,26,557,2.5625422,0.26900518,5.252594
20837,2-56-19,29,402,2.5625422,0.24005957,4.9631376
20838,2-56-19,35,695,2.5625422,0.028426282,2.846805
20839,2-56-19,42,1067,3.055565,0.14737545,4.52932
20840,2-56-19,52,494,2.5625422,0.16432004,4.205743
20841,2-56-19,55,48,18.654947,2.2216053,40.871002
20842,2-56-19,56,709,3.2267072,0.30847934,6.3115005
20843,2-56-19,57,133,2.5625422,0.04347978,2.99734
20844,2-56-20,8,1527,2.5625422,0.35898176,6.15236
20845,2-56-20,14,193,2.5625422,0.15545116,4.117054
20846,2-56-20,26,522,2.8299234,0.41334027,6.9633265
20847,2-56-20,29,473,2.5625422,0.34130296,5.9755716
20848,2-56-20,35,637,2.5625422,0.13712128,3.933755
20849,2-56-20,42,819,2.5625422,0.20792219,4.641764
20850,2-56-20,52,484,2.5625422,0.17387371,4.301279
20851,2-56-20,55,311,2.5625422,0.23735256,4.9360676
20852,2-56-20,56,607,93.47877,0.66859263,100.164696
20853,2-56-20,57,129,9.866174,0.16860153,11.552189
20854,2-57-0,8,1550,2.5625422,0.14361389,3.998681
20855,2-57-0,14,180,2.5625422,0.20586734,4.621216
20856,2-57-0,26,462,2.5625422,0.21404989,4.703041
20857,2-57-0,29,439,4.914382,0.46775433,9.591925
20858,2-57-0,35,688,2.5625422,0.119522385,3.757766
20859,2-57-0,42,1114,2.5625422,0.051197533,3.0745175
20860,2-57-0,52,502,2.5625422,0.12977605,3.8603027
20861,2-57-0,55,317,2.5625422,0.23686746,4.9312167
20862,2-57-0,56,697,2.5625422,0.14380202,4.0005627
20863,2-57-0,57,129,3.2623084,0.18112426,5.073551
20864,2-57-1,8,1098,6.779283,1.2691299,19.470581
20865,2-57-1,14,194,2.5625422,0.20760061,4.6385484
20866,2-57-1,26,318,2.5625422,0.6393428,8.95597
20867,2-57-1,29,379,5.3151493,0.23215352,7.6366844
20868,2-57-1,35,669,2.5625422,0.23593278,4.92187
20869,2-57-1,42,914,5.8124413,0.08782208,6.6906624
20870,2-57-1,52,470,2.5625422,0.27375853,5.3001275
20871,2-57-1,55,298,2.5625422,0.20678714,4.6304135
20872,2-57-1,56,707,3.765304,0.2810621,6.575925
20873,2-57-1,57,136,4.747265,0.05721867,5.3194513
20874,2-57-2,8,1464,2.5625422,0.26913586,5.2539005
20875,2-57-2,14,186,2.5625422,0.30032215,5.5657635
20876,2-57-2,26,321,3.3248417,0.20692737,5.3941154
20877,2-57-2,29,304,2.5625422,0.23838831,4.9464254
20878,2-57-2,35,682,2.5625422,0.14081137,3.970656
20879,2-57-2,42,900,2.5625422,0.25643802,5.1269226
20880,2-57-2,52,504,3.0070007,0.15269144,4.533915
20881,2-57-2,55,346,2.5625422,0.12961999,3.858742
20882,2-57-2,56,719,2.5625422,0.22790222,4.841564
20883,2-57-2,57,134,4.0793834,0.084148385,4.920867
20884,2-57-3,8,1496,2.5625422,0.40966406,6.6591825
20885,2-57-3,14,188,116.83178,1.0255566,127.08734
20886,2-57-3,26,559,2.9438403,0.13702562,4.3140965
20887,2-57-3,29,446,2.5625422,0.11795825,3.7421246
20888,2-57-3,35,684,2.5625422,0.17540607,4.3166027
20889,2-57-3,42,946,4.998183,0.49125198,9.910703
20890,2-57-3,52,232,10.819618,0.30375433,13.8571615
20891,2-57-3,55,339,2.8007207,0.061932478,3.4200454
20892,2-57-3,56,539,16.709646,0.5628834,22.33848
20893,2-57-3,57,131,5.0891976,0.067336984,5.7625675
20894,2-57-4,8,1581,2.5625422,0.19595781,4.5221205
20895,2-57-4,14,184,2.5625422,0.12892489,3.8517911
20896,2-57-4,26,551,2.5625422,0.104759805,3.6101403
20897,2-57-4,29,401,2.6303153,0.25102556,5.1405706
20898,2-57-4,35,668,2.5625422,0.2015542,4.578084
20899,2-57-4,42,825,2.5625422,0.28469107,5.409453
20900,2-57-4,52,512,4.609807,0.22346056,6.844413
20901,2-57-4,55,344,2.5625422,0.12145545,3.7770967
20902,2-57-4,56,734,7.0061116,0.2670288,9.676399
20903,2-57-5,8,1188,3.998509,0.3943026,7.941535
20904,2-57-5,14,197,2.5625422,0.1080482,3.6430242
20905,2-57-5,26,547,2.5625422,0.37082383,6.2707806
20906,2-57-5,29,401,3.9223626,0.28361416,6.758504
20907,2-57-5,35,693,2.9302435,0.22758648,5.206108
20908,2-57-5,42,1127,3.02983,0.14070985,4.4369287
20909,2-57-5,52,492,2.5625422,0.21082126,4.6707544
20910,2-57-5,55,293,3.4932308,0.16574618,5.150693
20911,2-57-5,56,606,3.2772768,0.14590788,4.736356
20912,2-57-5,57,126,3.8101254,0.19617905,5.771916
20913,2-57-6,8,1323,2.5625422,0.3429543,5.9920855
20914,2-57-6,14,172,2.5625422,0.24489012,5.011443
20915,2-57-6,26,533,2.5625422,0.15851241,4.1476665
20916,2-57-6,29,414,4.20207,0.33741358,7.576206
20917,2-57-6,35,671,2.5625422,0.3211813,5.774355
20918,2-57-6,42,1029,3.4549077,0.4437132,7.8920393
20919,2-57-6,52,477,2.5625422,0.30032316,5.565774
20920,2-57-6,55,320,2.5625422,0.15743661,4.1369085
20921,2-57-6,56,690,2.5625422,0.26432186,5.205761
20922,2-57-6,57,134,34.77954,0.96774894,44.45703
20923,2-57-7,8,1491,2.5625422,0.2565677,5.128219
20924,2-57-7,14,171,2.7201655,0.15168446,4.23701
20925,2-57-7,26,132,17.12066,0.52381146,22.358776
20926,2-57-7,29,356,2.5625422,0.39620036,6.5245457
20927,2-57-7,35,729,2.5625422,0.26333496,5.195892
20928,2-57-7,42,1017,3.829503,0.2330907,6.16041
20929,2-57-7,52,446,2.5625422,0.23475787,4.910121
20930,2-57-7,55,325,2.5625422,0.123210646,3.7946486
20931,2-57-7,56,682,2.5625422,0.24436381,5.0061803
20932,2-57-7,57,136,2.5625422,0.27879128,5.3504553
20933,2-57-8,8,1519,2.5625422,0.3211324,5.773866
20934,2-57-8,14,184,2.5625422,0.09330675,3.4956098
20935,2-57-8,26,572,3.059023,0.16390143,4.698037
20936,2-57-8,29,363,5.017666,0.36515048,8.66917
20937,2-57-8,35,631,2.5625422,0.31087196,5.671262
20938,2-57-8,42,918,2.5625422,0.19592108,4.521753
20939,2-57-8,52,441,2.5625422,0.4574153,7.136695
20940,2-57-8,55,335,2.5625422,0.29377595,5.5003014
20941,2-57-8,56,679,2.5625422,0.36077064,6.170249
20942,2-57-8,57,131,4.2391,0.13755378,5.614638
20943,2-57-9,8,1523,2.5625422,0.21326411,4.6951833
20944,2-57-9,14,13,65.00625,1.4098868,79.10512
20945,2-57-9,26,485,4.0879197,0.26416633,6.729583
20946,2-57-9,29,397,2.713537,0.16837287,4.3972654
20947,2-57-9,35,652,2.9426432,0.36831132,6.6257563
20948,2-57-9,42,1135,2.5625422,0.28515399,5.414082
20949,2-57-9,52,503,4.6704283,0.24284026,7.098831
20950,2-57-9,55,230,2.8562245,0.1878661,4.7348857
20951,2-57-9,56,684,2.5625422,0.10746692,3.6372113
20952,2-57-9,57,131,2.5625422,0.19556765,4.518219
20953,2-57-10,8,1559,3.5960817,0.2405297,6.001379
20954,2-57-10,14,78,11.899049,0.2201257,14.100306
20955,2-57-10,26,567,2.5625422,0.14806627,4.043205
20956,2-57-10,29,193,2.5625422,0.7502028,10.064569
20957,2-57-10,35,597,2.5625422,0.12249212,3.7874634
20958,2-57-10,42,1089,2.5625422,0.10110871,3.5736294
20959,2-57-10,52,365,27.37353,0.23662047,29.739735
20960,2-57-10,55,337,2.5625422,0.20784706,4.641013
20961,2-57-10,56,114,37.816208,2.096643,58.78264
20962,2-57-10,57,134,2.5625422,0.08109056,3.373448
20963,2-57-11,8,1551,2.5625422,0.27456352,5.3081775
20964,2-57-11,14,180,2.5625422,0.11029724,3.6655145
20965,2-57-11,26,447,2.6976204,0.4017158,6.7147784
20966,2-57-11,29,469,2.5625422,0.22951055,4.857648
20967,2-57-11,35,657,2.922752,0.6783972,9.706724
20968,2-57-11,42,1015,2.5625422,0.31409404,5.7034826
20969,2-57-11,52,531,2.5625422,0.14497687,4.012311
20970,2-57-11,55,323,8.733699,0.1634055,10.367754
20971,2-57-11,56,593,3.4298823,0.10433342,4.4732165
20972,2-57-11,57,130,3.2028964,0.07844822,3.9873786
20973,2-57-12,8,1592,2.5625422,0.23699398,4.932482
20974,2-57-12,14,204,31.895952,0.10997922,32.995743
20975,2-57-12,26,452,2.5625422,0.14064091,3.9689512
20976,2-57-12,29,156,11.112322,0.32345268,14.3468485
20977,2-57-12,35,607,2.5625422,0.08867307,3.4492729
20978,2-57-12,42,1142,2.5625422,0.12151115,3.7776537
20979,2-57-12,52,524,6.5272646,0.13367763,7.864041
20980,2-57-12,55,334,2.5625422,0.22666723,4.829214
20981,2-57-12,56,690,3.656984,0.32482967,6.905281
20982,2-57-12,57,130,4.7596283,0.12391524,5.9987807
20983,2-57-13,8,1450,2.5625422,0.2552371,5.114913
20984,2-57-13,14,159,2.5625422,0.40546343,6.617176
20985,2-57-13,26,343,2.5625422,0.59857553,8.548298
20986,2-57-13,29,396,2.5625422,0.17376539,4.300196
20987,2-57-13,35,699,2.5625422,0.14610559,4.023598
20988,2-57-13,42,1076,2.5625422,0.17325528,4.295095
20989,2-57-13,52,492,2.5625422,0.20888583,4.6514006
20990,2-57-13,55,337,2.5625422,0.17859632,4.3485055
20991,2-57-13,56,694,4.9065623,0.3661763,8.568325
20992,2-57-13,57,133,4.860751,0.097317494,5.833926
20993,2-57-14,8,1513,2.5625422,0.23170328,4.879575
20994,2-57-14,14,195,2.5625422,0.28439894,5.4065313
20995,2-57-14,26,563,2.5625422,0.0996166,3.5587082
20996,2-57-14,29,128,13.31745,0.36003357,16.917786
20997,2-57-14,35,685,2.5625422,0.16855761,4.2481184
20998,2-57-14,42,1080,2.6880255,0.15675081,4.2555337
20999,2-57-14,52,493,2.5625422,0.17110252,4.273567
21000,2-57-14,55,331,2.5625422,0.31935993,5.7561417
21001,2-57-14,56,696,2.5625422,0.32138228,5.7763653
21002,2-57-14,57,137,2.8081892,0.12405362,4.048725
21003,2-57-15,8,1501,2.5625422,0.28775075,5.4400496
21004,2-57-15,14,193,2.5625422,0.27584442,5.3209867
21005,2-57-15,26,468,3.5346856,0.18079105,5.342596
21006,2-57-15,29,427,2.5625422,0.38189515,6.3814936
21007,2-57-15,35,714,2.5625422,0.15087768,4.071319
21008,2-57-15,42,1085,2.5625422,0.086187094,3.4244132
21009,2-57-15,52,414,2.7573311,0.23666856,5.124017
21010,2-57-15,55,324,2.5625422,0.063610256,3.1986446
21011,2-57-15,56,707,2.5625422,0.17427815,4.3053236
21012,2-57-15,57,136,3.9827073,0.10557382,5.0384455
21013,2-57-16,8,1431,3.5734692,0.42766488,7.8501177
21014,2-57-16,14,174,2.5625422,0.22069809,4.769523
21015,2-57-16,26,244,2.6102955,0.47586468,7.3689423
21016,2-57-16,29,418,2.5625422,0.34453467,6.007889
21017,2-57-16,35,662,2.5625422,0.28092963,5.3718386
21018,2-57-16,42,1065,2.5625422,0.050343312,3.0659752
21019,2-57-16,52,426,2.5625422,0.1918834,4.481376
21020,2-57-16,55,353,2.5625422,0.15367426,4.0992846
21021,2-57-16,56,727,2.5625422,0.30953857,5.657928
21022,2-57-16,57,124,5.2547145,0.08602918,6.1150064
21023,2-57-17,8,1331,2.5625422,0.59370196,8.499561
21024,2-57-17,14,145,2.7383826,0.47800505,7.5184326
21025,2-57-17,26,501,3.0463254,0.2538194,5.5845194
21026,2-57-17,29,443,2.5690267,0.2946849,5.515876
21027,2-57-17,35,696,2.5625422,0.2298837,4.861379
21028,2-57-17,42,1082,2.5625422,0.16750176,4.23756
21029,2-57-17,52,492,3.1043797,0.24218078,5.5261874
21030,2-57-17,55,339,3.1865346,0.08124534,3.9989882
21031,2-57-17,56,699,2.5625422,0.23303673,4.8929095
21032,2-57-17,57,131,7.7360635,0.05174752,8.253539
21033,2-57-18,8,1447,2.5625422,0.43088636,6.8714056
21034,2-57-18,26,576,3.5204766,0.10946674,4.615144
21035,2-57-18,29,413,2.6941352,0.31963366,5.890472
21036,2-57-18,35,753,2.5625422,0.13088955,3.8714375
21037,2-57-18,42,1104,2.5625422,0.18510534,4.4135957
21038,2-57-18,52,471,2.5625422,0.21323664,4.6949086
21039,2-57-18,55,351,2.5625422,0.13984236,3.9609659
21040,2-57-18,56,696,3.3605695,0.42563662,7.6169357
21041,2-57-18,57,140,9.90695,0.02860414,10.192991
21042,2-57-19,8,1454,3.886049,0.4550433,8.436481
21043,2-57-19,14,188,2.5625422,0.18567653,4.4193077
21044,2-57-19,26,535,2.5625422,0.14249296,3.9874718
21045,2-57-19,29,424,2.5625422,0.28407887,5.403331
21046,2-57-19,35,401,2.5625422,1.2553836,15.116378
21047,2-57-19,42,1046,2.7580411,0.11771911,3.9352322
21048,2-57-19,52,333,4.665056,0.72519296,11.916986
21049,2-57-19,55,339,4.519347,0.3748867,8.268214
21050,2-57-19,56,688,3.3621418,0.26385462,6.000688
21051,2-57-19,57,125,3.936516,0.074677154,4.6832876
21052,2-57-20,8,1422,2.8533447,0.12933946,4.146739
21053,2-57-20,14,156,2.5625422,0.26529244,5.2154665
21054,2-57-20,26,399,3.0353813,0.3789159,6.82454
21055,2-57-20,29,408,3.658804,0.1423357,5.082161
21056,2-57-20,35,741,2.5625422,0.2486126,5.048668
